Pole Index,Coefficients,Status
95,"[array([-180.73389173, 3644.87305536]), array([  442.98121097, -8943.91283873])]",Success
96,"[array([-163.59630499, 3306.82235168]), array([   589.3143301 , -11937.03770991])]",Success
97,"[array([-218.19991015, 4502.60367669]), array([  306.70772834, -6334.97621468])]",Success
98,"[array([-138.0832903 , 2875.26311259]), array([  1718.23449241, -35963.94936116])]",Success
99,"[array([-256.62773184, 5404.11881491]), array([  248.57902601, -5240.03508716])]",Success
100,[],Success
102,[],Success
91,"[array([  298.92446629, -5882.91175978])]",Success
94,"[array([-268.97335948, 5187.10768478]), array([  260.74219053, -5037.49286371])]",Success
101,[],Success
103,[],Success
104,[],Success
105,"[array([-138.41375111, 2882.17878654]), array([  1653.97609149, -34617.31061225])]",Success
106,"[array([-256.39091835, 5399.16011269]), array([  248.70681362, -5242.75074522])]",Success
107,"[array([-242.53495379, 5561.05698623]), array([  241.5753694 , -5544.78319603])]",Success
109,"[array([-276.31155512, 6517.94080178]), array([  216.13703867, -5115.55679136])]",Success
110,"[array([-297.6183213 , 7212.07150545]), array([  193.46957372, -4692.65268924])]",Success
111,[],Success
113,[],Success
114,[],Success
115,[],Success
116,"[array([-297.60196558, 7211.64885944]), array([  193.48533709, -4693.03833962])]",Success
117,"[array([-349.62948505, 8728.16629612]), array([  174.15004769, -4357.99927176])]",Success
118,"[array([-210.62960112, 5343.82600423]), array([  264.81241856, -6740.96086286])]",Success
119,"[array([-191.4012707 , 4881.99170851]), array([   417.03123579, -10755.67219005])]",Success
120,"[array([ -512.89969265, 13524.25938498]), array([  162.49192849, -4323.23046378])]",Success
122,"[array([-219.76884784, 5965.486718  ]), array([  225.4885576 , -6127.06950008])]",Success
123,"[array([-244.15241807, 6778.57540126]), array([  201.03737355, -5589.89449188])]",Success
125,[],Success
126,[],Success
127,[],Success
128,[],Success
108,"[array([-243.39756607, 5697.68210745]), array([  234.93156377, -5502.74834148])]",Success
112,[],Success
121,"[array([-226.40422289, 5988.78877704]), array([  229.16244692, -6076.57600217])]",Success
124,"[array([ -72.15203589, 2014.63566175])]",Success
129,[],Success
130,[],Success
131,[],Success
132,"[array([-243.96213486, 6773.31646296]), array([  200.80806994, -5583.45963273])]",Success
133,[],Success
134,"[array([-187.56276697, 5317.74985369]), array([  263.37614743, -7481.52653867])]",Success
135,[],Success
137,"[array([-131.27200609, 3788.03382421]), array([   746.17771885, -21649.75111569])]",Success
139,"[array([-200.98285944, 6144.81450371]), array([  220.05422567, -6736.02500857])]",Success
141,"[array([-184.24720344, 5809.04489328]), array([  239.16502745, -7555.57804596])]",Success
142,"[array([-207.5423153 , 6648.97570369]), array([  202.76405397, -6503.0852743 ])]",Success
143,"[array([-208.98932348, 6705.49169623]), array([  199.98646419, -6420.49345335])]",Success
144,[],Success
146,[],Success
147,[],Success
148,[],Success
149,[],Success
150,[],Success
151,[],Success
152,[],Success
167,[],Success
136,"[array([-208.08282766, 5956.19021019]), array([  240.02330685, -6897.13978967])]",Success
138,"[array([-202.91732888, 6014.65450757]), array([  223.18772451, -6619.43133096])]",Success
140,"[array([-203.69884403, 6286.24122615]), array([  213.37917332, -6589.01499988])]",Success
145,[],Success
153,"[array([-207.57402299, 6649.97200255]), array([  202.52789889, -6495.50438679])]",Success
154,"[array([-208.80075558, 6699.45162897]), array([  199.92368258, -6418.47300225])]",Success
155,"[array([ -396.11359758, 13183.71051683]), array([  157.19290592, -5279.18064829])]",Success
157,"[array([-157.31726739, 5291.53739962]), array([  272.39592601, -9170.12946576])]",Success
159,"[array([-163.23297526, 5628.02581547]), array([  262.90238134, -9091.82864814])]",Success
161,"[array([-206.33191051, 7245.11897837]), array([  189.58099132, -6670.92146171])]",Success
163,"[array([-145.88884148, 5171.0012996 ]), array([   287.92724434, -10210.1812562 ])]",Success
164,"[array([-244.93950933, 8664.77484513]), array([   332.7164666 , -12012.51569359])]",Success
165,"[array([ -90.8536111 , 3252.69980754])]",Success
166,[],Success
168,[],Success
169,[],Success
170,[],Success
171,[],Success
173,[],Success
174,[],Success
183,[],Success
184,[],Success
185,[],Success
186,[],Success
187,[],Success
156,"[array([-206.48912356, 6919.08897566]), array([  193.62125218, -6491.02590341])]",Success
158,"[array([-206.54661594, 7093.65390434]), array([  189.21954043, -6501.67904767])]",Success
160,"[array([-165.27168852, 5760.1434014 ]), array([  245.65754692, -8576.74622985])]",Success
162,"[array([-255.45855588, 8979.9275334 ]), array([  157.78322569, -5552.5217161 ])]",Success
172,[],Success
175,"[array([   84.54592389, -3169.72168284])]",Success
176,"[array([-163.90156353, 6274.3466892 ]), array([  229.82285253, -8823.27205991])]",Success
179,"[array([-197.463836  , 7873.27259292]), array([  173.56225436, -6931.56796624])]",Success
180,"[array([ -267.68953718, 10828.27767945]), array([  138.50077537, -5611.91366902])]",Success
181,[],Success
182,[],Success
188,"[array([ -267.51337007, 10821.14372534]), array([  138.39509435, -5607.60448742])]",Success
189,"[array([-146.94918145, 6063.39456667]), array([  241.74231064, -9997.54249408])]",Success
190,"[array([-189.45062521, 7864.56366844]), array([  175.67916522, -7308.80104313])]",Success
191,"[array([-194.39954407, 8136.76816103]), array([  165.36584593, -6923.72437659])]",Success
200,[],Success
201,[],Success
202,[],Success
203,[],Success
204,[],Success
205,[],Success
206,[],Success
207,[],Success
208,[],Success
209,[],Success
177,"[array([-229.49508714, 8978.81699842]), array([  154.06795389, -6029.89908638])]",Success
178,"[array([-187.84912652, 7399.40240586]), array([  181.63621766, -7159.87235538])]",Success
192,"[array([-205.5162866 , 8672.06109547]), array([  157.22359028, -6639.10594606])]",Success
193,"[array([-173.19935795, 7395.1290372 ]), array([  180.99953374, -7730.18169494])]",Success
194,"[array([-187.02355731, 8112.31280961]), array([  165.40335285, -7176.96874955])]",Success
195,"[array([-211.86977877, 9282.70241899]), array([  170.64997745, -7520.57420068])]",Success
196,"[array([-195.35431717, 8580.44956334]), array([  158.61498808, -6974.06474473])]",Success
197,"[array([-170.15342077, 7585.5100241 ]), array([  177.55888342, -7922.79742842])]",Success
198,"[array([-171.88314864, 7713.44963624]), array([  195.47871481, -8813.12767525])]",Success
199,"[array([-158.32507573, 7249.40514067]), array([  186.24325016, -8533.12464962])]",Success
210,"[array([-158.52757611, 7258.61946698]), array([  186.62984319, -8550.93465896])]",Success
211,"[array([ -264.88131498, 12377.59934957]), array([  123.94962049, -5799.10783014])]",Success
213,"[array([-141.70146168, 6658.04422419]), array([  210.77648498, -9914.65309142])]",Success
214,"[array([-180.89396489, 8671.58999244]), array([  155.26731986, -7446.68284953])]",Success
215,"[array([-151.61727437, 7320.42830193]), array([  188.41427579, -9110.7541932 ])]",Success
216,"[array([-100.04788651, 4853.27621169]), array([   455.53138516, -22123.76605337])]",Success
218,"[array([-165.93158863, 8201.61085178]), array([  163.17417221, -8067.41525147])]",Success
219,"[array([-189.20056305, 9477.00694783]), array([  143.37855169, -7183.96095647])]",Success
220,"[array([-189.20056305, 9534.71435511]), array([  142.75893824, -7196.93616813])]",Success
222,"[array([-142.44967486, 7288.50379428]), array([  189.24229297, -9693.18161244])]",Success
223,[],Success
224,[],Success
225,[],Success
226,[],Success
228,[],Success
212,"[array([-212.6417636 , 9968.19241878]), array([  143.7603718 , -6753.93729534])]",Success
221,"[array([-181.1097495 , 9134.63613604]), array([  148.00366626, -7468.32417512])]",Success
227,[],Success
229,[],Success
230,"[array([-142.48218473, 7290.16760477]), array([  189.01078078, -9681.33821183])]",Success
231,"[array([-171.01938026, 8771.99697844]), array([  154.19780187, -7916.54927068])]",Success
232,"[array([-180.27409306, 9304.51676088]), array([  145.23444191, -7497.4076072 ])]",Success
233,"[array([-156.460979  , 8161.13581512]), array([  176.8839829 , -9256.13112109])]",Success
234,[],Success
236,"[array([-170.76202622, 9119.72924136]), array([  148.02555532, -7910.970803  ])]",Success
238,"[array([-164.93386872, 9062.26546332]), array([  148.34747403, -8155.37641402])]",Success
239,"[array([-149.6129975 , 8242.74377182]), array([  162.89134403, -8977.63397564])]",Success
240,"[array([-153.92129047, 8587.0305252 ]), array([  159.89475237, -8934.57632236])]",Success
241,"[array([ -191.19746825, 10710.97800788]), array([  130.24512631, -7303.69332109])]",Success
242,[],Success
243,[],Success
244,[],Success
245,[],Success
246,[],Success
247,[],Success
248,"[array([-153.99185528, 8590.95164808]), array([  159.65294586, -8921.00702781])]",Success
258,"[array([ -184.32859219, 11257.18576802]), array([  123.54585807, -7549.74528937])]",Success
260,"[array([ -76.19290941, 4703.69961617]), array([  1158.84099433, -71635.80201806])]",Success
265,[],Success
266,[],Success
217,"[array([-203.32177609, 9914.23636309]), array([  139.6880152 , -6816.36386248])]",Success
235,"[array([-138.88448592, 7328.34690332]), array([  186.91604904, -9867.61652198])]",Success
237,"[array([-109.99422464, 5958.07550491]), array([   269.81489293, -14623.41061599])]",Success
249,"[array([ -190.44159203, 10668.70329142]), array([  130.42485111, -7313.78890161])]",Success
250,"[array([-159.5671108 , 9009.44218551]), array([  149.39861845, -8441.62332196])]",Success
251,"[array([   80.09295651, -4672.63660463])]",Success
252,"[array([ -268.01969533, 15458.34541942]), array([  106.41958491, -6147.19042721])]",Success
254,"[array([-149.39864418, 8762.16448078]), array([  154.11489465, -9046.78373903])]",Success
255,"[array([-160.92986879, 9605.40558969]), array([  140.21315061, -8373.3763839 ])]",Success
257,"[array([-143.85663467, 8745.31409774]), array([  154.85393939, -9423.09833279])]",Success
259,"[array([ -620.29248244, 38028.46965784]), array([   94.15283701, -5809.61162304])]",Success
261,[],Success
262,[],Success
263,[],Success
264,[],Success
267,[],Success
268,[],Success
269,"[array([ -628.35602947, 38522.2391407 ]), array([   94.14228501, -5809.34787907])]",Success
270,[],Success
276,"[array([-150.06351036, 9869.35281228]), array([  135.98172124, -8945.63887396])]",Success
277,"[array([ -218.02540411, 14364.6413447 ]), array([  105.09942557, -6929.2677128 ])]",Success
279,"[array([-142.41917598, 9455.64791396]), array([  141.57479351, -9401.82458787])]",Success
281,[],Success
283,[],Success
284,[],Success
253,"[array([-128.06603268, 7435.21538836]), array([   186.43519499, -10829.43817613])]",Success
256,"[array([-133.60755329, 8038.06325912]), array([   174.57432921, -10521.41322221])]",Success
271,"[array([ -92.9250575 , 5804.62715379]), array([   330.87274477, -20688.50549908])]",Success
273,"[array([-124.80745516, 7939.7396812 ]), array([   176.53083816, -11244.32821704])]",Success
278,"[array([-134.78239985, 8935.26805682]), array([   151.93392475, -10082.34777381])]",Success
280,"[array([-144.24097112, 9695.26574758]), array([  138.11490671, -9286.16132942])]",Success
282,[],Success
285,[],Success
286,[],Success
287,[],Success
288,[],Success
289,[],Success
290,[],Success
291,[],Success
292,[],Success
293,[],Success
294,[],Success
295,[],Success
297,"[array([-144.14232341, 9856.67111271]), array([  135.87760322, -9294.06323095])]",Success
298,"[array([-125.96221055, 8638.64359865]), array([   157.09893675, -10778.43884211])]",Success
310,[],Success
312,[],Success
313,[],Success
314,[],Success
315,[],Success
272,"[array([   79.2715951 , -5061.89957845])]",Success
274,"[array([-152.64505879, 9684.95162238]), array([   187.53535795, -11987.50708523])]",Success
275,"[array([-146.45256148, 9416.0042472 ]), array([  141.98842244, -9130.18335979])]",Success
296,"[array([   46.68035862, -3152.18834818])]",Success
299,"[array([ -171.73961666, 11886.21242665]), array([  117.20068434, -8118.45682847])]",Success
302,"[array([-134.21781393, 9430.35501828]), array([   153.09451644, -10785.96002307])]",Success
303,"[array([ -169.00287084, 11890.10075624]), array([  116.56353149, -8206.03875509])]",Success
304,"[array([-122.2319614 , 8647.84748363]), array([   159.08440546, -11265.93007456])]",Success
306,"[array([ -148.65609296, 10753.98087588]), array([  126.11174063, -9129.71085979])]",Success
307,"[array([-125.30554685, 9130.99110368]), array([   152.96496522, -11165.51823346])]",Success
308,[],Success
309,[],Success
311,[],Success
316,[],Success
317,[],Success
318,"[array([ -173.68601659, 12936.99408453]), array([  109.3367711 , -8150.76635294])]",Success
320,"[array([ -134.685799  , 10118.93061659]), array([  132.53941176, -9962.29627242])]",Success
321,"[array([-114.91327237, 8675.45807047]), array([   163.87878006, -12391.84764541])]",Success
322,"[array([ -136.87891428, 10493.88575668]), array([  127.92052528, -9811.1435502 ])]",Success
330,[],Success
331,[],Success
332,[],Success
334,[],Success
335,[],Success
336,[],Success
300,"[array([ -98.7655589 , 6874.91140685]), array([   228.98615554, -15948.73454485])]",Success
305,"[array([ -97.01357779, 6949.03381959]), array([   231.56507261, -16604.86443015])]",Success
319,"[array([ -136.39147315, 10164.9894616 ]), array([  131.80915093, -9825.84229288])]",Success
325,"[array([ -136.85965597, 10603.70219532]), array([  126.9709525 , -9843.15005855])]",Success
326,"[array([ -141.37786312, 11037.3756327 ]), array([  122.19462147, -9544.82459645])]",Success
327,"[array([ -181.10387425, 14201.12071641]), array([  101.68709413, -7977.79489635])]",Success
328,"[array([ -127.52804336, 10159.41471663]), array([   131.87704384, -10509.30526894])]",Success
329,"[array([-114.69367616, 9215.90034169]), array([   148.39152344, -11931.15321565])]",Success
333,[],Success
337,[],Success
338,"[array([-114.69828108, 9216.2757235 ]), array([   148.45683116, -11936.43358553])]",Success
339,"[array([ -142.68330416, 11525.88465008]), array([  117.06014015, -9457.93698035])]",Success
340,"[array([ -138.82699865, 11214.79758899]), array([  120.12626169, -9708.42038383])]",Success
341,"[array([ -129.97466979, 10581.56149611]), array([   126.89226655, -10336.10657017])]",Success
343,"[array([ -125.74516595, 10389.88061959]), array([   128.79661589, -10643.7134878 ])]",Success
353,[],Success
354,[],Success
355,[],Success
356,[],Success
357,[],Success
358,[],Success
359,[],Success
360,[],Success
361,[],Success
362,[],Success
301,"[array([ -148.49017008, 10108.40370242])]",Success
323,"[array([ -148.50215169, 11396.34171026]), array([  120.06271524, -9222.37862583])]",Success
324,"[array([   42.64017509, -3293.84076623])]",Success
342,"[array([-113.66036424, 9367.69072784]), array([   145.08183012, -11960.84361456])]",Success
344,"[array([ -169.87059977, 14064.5781876 ]), array([  100.97863431, -8364.19046435])]",Success
345,"[array([ -136.79936777, 11427.68113424]), array([  117.6727895 , -9832.17123827])]",Success
346,"[array([ -202.04548913, 16958.18386239]), array([   97.23535781, -8184.94866589])]",Success
347,"[array([ -137.83797469, 11594.75463321]), array([   120.00624425, -10111.45616784])]",Success
351,"[array([-111.55382129, 9540.45443352]), array([   155.40790338, -13325.09197143])]",Success
352,"[array([ -156.67923145, 13596.25544038]), array([  102.67747562, -8914.99670604])]",Success
363,[],Success
364,[],Success
365,[],Success
366,"[array([ -156.44638908, 13576.08768647]), array([  102.82124814, -8927.53705761])]",Success
367,"[array([ -120.86289468, 10580.61200036]), array([   129.20698574, -11324.23162395])]",Success
368,"[array([ -155.78845875, 13738.37319245]), array([  101.63464525, -8966.52167905])]",Success
370,"[array([ -185.76010278, 16492.9850248 ]), array([   91.56603726, -8136.67359411])]",Success
371,"[array([ -93.2321365 , 8309.84343389]), array([   177.45048779, -15822.35883359])]",Success
381,"[array([ -132.18081892, 12333.90676468]), array([   110.11150628, -10281.34381863])]",Success
382,"[array([ -124.76277879, 11736.05966062]), array([   114.3546    , -10758.36949382])]",Success
383,[],Success
385,[],Success
386,[],Success
387,[],Success
389,[],Success
349,"[array([   44.26562614, -3783.09665881])]",Success
350,"[array([-102.15965648, 8669.13252732]), array([   183.38616546, -15607.59876754])]",Success
369,"[array([ -125.73945607, 11143.78270472]), array([   124.97275207, -11094.92116739])]",Success
372,"[array([ -127.396564  , 11436.89492698]), array([   117.719325  , -10573.54292429])]",Success
373,"[array([ -74.5149714 , 6686.67612511]), array([   318.82317189, -28637.32831723])]",Success
374,"[array([ -125.29968013, 11322.12922571]), array([   118.2712648 , -10688.48614211])]",Success
377,"[array([ -127.10545939, 11696.56067143]), array([   114.68161749, -10556.16489541])]",Success
378,"[array([ -268.76583646, 24816.49261992]), array([   76.37894911, -7058.32788868])]",Success
379,"[array([ -118.95327992, 11011.53143703]), array([   121.70019301, -11268.29015149])]",Success
380,"[array([-103.72680044, 9667.17943305]), array([   142.62435061, -13299.87469052])]",Success
384,[],Success
388,[],Success
390,[],Success
391,[],Success
392,[],Success
393,[],Success
394,[],Success
395,"[array([ -132.33571557, 12348.31442216]), array([   109.89561862, -10261.12701033])]",Success
396,"[array([ -124.75825308, 11735.61831712]), array([   114.19192589, -10743.02826069])]",Success
398,"[array([ -122.03336309, 11560.13406693]), array([   115.8484363 , -10976.81599368])]",Success
399,"[array([ -93.81254589, 8937.60158945]), array([   159.97374919, -15245.75100037])]",Success
414,[],Success
415,[],Success
416,[],Success
417,[],Success
348,"[array([ -49.52712886, 4183.48014395])]",Success
375,"[array([   62.26705082, -5676.60698438])]",Success
376,"[array([ -121.91290326, 11120.45897578]), array([   123.01785405, -11234.67317448])]",Success
400,"[array([ -125.50887538, 11981.9815687 ]), array([   116.73807799, -11164.08723835])]",Success
401,[],Success
403,"[array([ -85.79804006, 8282.98879328]), array([   187.25762712, -18091.49980418])]",Success
404,"[array([ -116.76877312, 11447.85373304]), array([   117.00138023, -11472.6854684 ])]",Success
405,"[array([ -126.85678807, 12438.84318305]), array([   109.27384721, -10722.91375627])]",Success
406,"[array([ -111.73078307, 11041.02864567]), array([   123.12708797, -12177.49111622])]",Success
407,"[array([ -215.64246898, 21444.33095689]), array([   78.69211066, -7832.25622061])]",Success
408,"[array([ -69.42627216, 6943.2292077 ]), array([   360.63091371, -36134.95603379])]",Success
409,"[array([ -137.1710046 , 13756.04076167]), array([   99.43450939, -9973.63185991])]",Success
410,"[array([ -116.00672849, 11713.7841152 ]), array([   114.24067845, -11537.19268115])]",Success
411,"[array([ -90.0825289 , 9119.28061097]), array([   161.93490328, -16410.11583627])]",Success
412,[],Success
413,[],Success
418,[],Success
419,[],Success
420,[],Success
421,[],Success
422,[],Success
423,"[array([ -137.24864994, 13763.80609181]), array([   99.46052163, -9976.26102281])]",Success
424,"[array([ -115.86824483, 11699.83025719]), array([   114.20412489, -11533.51419011])]",Success
425,"[array([ -94.05035243, 9520.98373936]), array([   150.42614091, -15243.11456846])]",Success
427,"[array([ -54.56790564, 5581.12303085]), array([   8181.28813873, -837072.29072227])]",Success
397,"[array([   40.73354889, -3848.56654974])]",Success
402,"[array([ -123.01978093, 11834.64294684]), array([   125.77102204, -12135.54210269])]",Success
426,"[array([ -116.63750911, 11873.89530322]), array([   112.84535364, -11491.20481836])]",Success
428,"[array([ -121.72676214, 12446.54710973]), array([   153.42473779, -15790.26304452])]",Success
429,"[array([ -123.98427521, 12756.20036212]), array([   105.71411788, -10880.70780445])]",Success
430,"[array([ -140.85028793, 14571.43601739]), array([   95.91572638, -9930.78558823])]",Success
432,"[array([ -100.02630371, 10414.36771748]), array([   132.20665926, -13775.02133361])]",Success
433,"[array([ -132.58730798, 13938.11663621]), array([    98.57578115, -10369.55498826])]",Success
434,[],Success
435,"[array([ -88.70277647, 9361.48821907]), array([   152.98535536, -16149.00960344])]",Success
436,"[array([ -116.62764206, 12372.26189425]), array([   108.36884253, -11499.45928244])]",Success
437,"[array([ -75.79339386, 8089.16045036]), array([   234.95952097, -25129.68870897])]",Success
438,"[array([ -115.43497866, 12422.4860624 ]), array([   107.80565536, -11602.78252673])]",Success
439,"[array([ -106.16061767, 11469.75781395]), array([   116.99784739, -12642.88592033])]",Success
440,"[array([ -116.49110056, 12682.31538265]), array([   105.69661512, -11508.77988077])]",Success
441,[],Success
442,[],Success
443,[],Success
444,[],Success
445,[],Success
446,[],Success
447,[],Success
448,[],Success
450,[],Success
452,[],Success
431,"[array([ -133.11668568, 13777.88475931]), array([    98.99902949, -10248.69976678])]",Success
449,[],Success
451,[],Success
453,"[array([ -116.41654746, 12674.21053059]), array([   105.75859872, -11515.57299861])]",Success
455,"[array([ -114.78427573, 12604.35079539]), array([   106.253012  , -11668.56452621])]",Success
456,"[array([ -102.11328426, 11235.73664186]), array([   122.71808297, -13517.39328135])]",Success
457,"[array([ -581.84442874, 64319.99133818]), array([   58.74390867, -6499.95564808])]",Success
458,"[array([ -107.81235003, 11980.78744871]), array([   113.60392255, -12635.91702484])]",Success
459,"[array([ -114.43672054, 12775.45062475]), array([   104.82753026, -11705.25632106])]",Success
461,"[array([ -116.29990397, 13198.12783564]), array([   102.4442869 , -11632.57811272])]",Success
462,"[array([ -174.10363721, 19887.78717972]), array([   78.4657141 , -8970.80655272])]",Success
463,[],Success
465,"[array([ -101.75767977, 11789.409739  ]), array([   115.0808611 , -13341.62678509])]",Success
466,"[array([ -153.56941799, 17822.53693527]), array([   82.86909653, -9626.05960785])]",Success
467,[],Success
468,[],Success
469,[],Success
470,[],Success
471,[],Success
472,[],Success
473,[],Success
474,[],Success
476,[],Success
477,"[array([ -101.82522649, 11797.21017007]), array([   114.87995413, -13318.26838888])]",Success
478,"[array([ -153.74163016, 17842.50382969]), array([   82.89692484, -9629.32691506])]",Success
454,"[array([   43.22164086, -4740.46627493])]",Success
460,"[array([ -117.13749101, 13211.610431  ]), array([   101.70750611, -11472.50481142])]",Success
464,"[array([ -109.86954324, 12642.72650738]), array([   105.81216458, -12177.63498733])]",Success
475,"[array([   105.28175962, -12325.38207959])]",Success
479,[],Success
480,"[array([ -292.16056787, 34378.95427297]), array([   77.01836321, -9110.80515641])]",Success
482,"[array([  -85.25264159, 10094.70424771]), array([   157.81887818, -18731.70494782])]",Success
486,"[array([  -99.76661535, 12010.59316887]), array([   112.11867249, -13501.90415884])]",Success
487,"[array([  -87.41926196, 10507.7845246 ]), array([   273.07253995, -33064.26730721])]",Success
488,"[array([ -142.79264892, 17279.46797991]), array([    82.64597933, -10002.78412666])]",Success
489,"[array([ -105.43977596, 12853.03752609]), array([   104.5002136 , -12743.38014003])]",Success
490,"[array([ -109.27654399, 13428.25534481]), array([    99.75623902, -12259.18838473])]",Success
491,"[array([ -148.85632076, 18370.20475386]), array([   79.89389119, -9864.93455844])]",Success
492,"[array([ -145.96590676, 18053.48652444]), array([    82.07680938, -10163.47788216])]",Success
493,[],Success
495,[],Success
496,[],Success
497,[],Success
498,[],Success
499,[],Success
500,[],Success
501,[],Success
502,[],Success
503,[],Success
504,[],Success
481,"[array([ -170.23159893, 20091.29590413]), array([   77.69544772, -9178.96768204])]",Success
483,"[array([ -128.70665793, 15266.29590293]), array([    90.02910538, -10679.56163416])]",Success
484,"[array([  -88.60007196, 10593.93162394]), array([   144.88290456, -17362.88099123])]",Success
485,"[array([ -33.16186088, 3987.88170921])]",Success
494,"[array([ -60.34074817, 7521.85758782]), array([   323.15217405, -40308.45635513])]",Success
505,[],Success
506,"[array([ -148.6473539, 18344.4740378]), array([   79.8388435 , -9858.12119018])]",Success
507,"[array([ -146.13513016, 18074.36020402]), array([    81.9835115, -10151.8990929])]",Success
508,"[array([ -770.67430099, 96086.71795054]), array([   53.04075826, -6616.34495571])]",Success
509,"[array([ -60.32222041, 7519.54796604]), array([   322.71986354, -40254.51969096])]",Success
510,"[array([ -77.98494273, 9764.63315742]), array([   151.7265871 , -19002.51733106])]",Success
511,"[array([  -99.01543112, 12432.76974392]), array([   107.80990515, -13538.06190449])]",Success
512,"[array([ -119.88579458, 15085.12673634]), array([    91.78422241, -11559.72569871])]",Success
514,"[array([  -81.47302021, 10406.98324278]), array([   136.76214814, -17471.97815837])]",Success
