Pole Index,Optimized Pole,Optimized Residue,Temperature,Integral Difference,Violations
0,(77.675120768958+0.77675120768958j),(25.957431617964847-10.739691384244136j),0,0.030655540661105964,0
1,(390.9930586389+2.54239077069896j),(-106600.10945102261-3931.90856034865j),0,0.8632687060903932,0
2,(1317.461336327748+2.0978441195037036j),(-87094.21497655724-9145.173934767769j),689.6551724137931,0.28934582643649925,0
3,(1441.1211746703661+1.4967179164317364j),(-13640783.497914413-1801409.7720480196j),0,126.83139258913934,0
4,(1677.7466634729176+0.18768395605480956j),(-2006233.1934790467-38953.01270605296j),0,779.31679262763,0
5,(1722.2742994345526+9.388914193641009j),(-23517181.71863797+57040125.307308026j),0,21.10238210722416,0
6,(2059.071392584749+24.2494579012786j),(-50124352.05590837-53244276.57970359j),0,2.4433982559721175,0

