Pole Index,Coefficients,Status
154,"[array([  -94.60694426, 13265.63409849]), array([   103.95083999, -14580.34851931])]",Success
155,"[array([  -98.96709182, 14066.97936903]), array([    99.36060814, -14130.71432561])]",Success
156,[],Success
157,[],Success
158,[],Success
132,"[array([ -125.76970195, 14234.2142282 ]), array([    97.96797836, -11090.94071844])]",Success
133,"[array([ -85.67542946, 9846.37764461]), array([   149.24107068, -17157.27563927])]",Success
134,"[array([  -95.88545474, 11079.57065933]), array([   128.51314419, -14861.47036563])]",Success
136,"[array([ -79.64970383, 9481.2629686 ]), array([   164.27751415, -19562.91463587])]",Success
140,"[array([  -98.29035932, 12008.83226971]), array([   122.19882509, -14955.64678795])]",Success
144,"[array([ -77.31190372, 9733.27681263]), array([   179.61351369, -22661.85074571])]",Success
150,"[array([ -105.63140877, 14121.22687727]), array([    97.22891034, -13000.32871929])]",Success
151,"[array([ -163.66566517, 21955.19466153]), array([   109.81438179, -14846.63609652])]",Success
159,[],Success
160,"[array([  -99.05497705, 14079.46049875]), array([    98.8238625 , -14054.28347224])]",Success
161,"[array([  -87.75277733, 12722.64220119]), array([   113.34733739, -16451.56847326])]",Success
162,"[array([  -94.89544525, 13867.40394185]), array([    99.52449136, -14550.92203337])]",Success
163,"[array([ -140.70703951, 20643.83583806]), array([    82.02018384, -12068.66104972])]",Success
164,"[array([  -77.30828221, 11515.26147139]), array([   126.22992955, -18807.46569599])]",Success
165,"[array([  -80.78450635, 12121.2710226 ]), array([   124.62106018, -18726.02649763])]",Success
166,"[array([ -111.63969975, 16766.84669549]), array([    83.29594178, -12511.77978785])]",Success
167,"[array([ -189.13078545, 28546.57237476]), array([   64.04827396, -9678.70624833])]",Success
168,"[array([  -88.37064277, 13452.51087601]), array([   113.44032866, -17304.67448479])]",Success
170,"[array([  -96.19626611, 14954.61178777]), array([    92.23524339, -14344.381648  ])]",Success
171,"[array([ -118.20271033, 18476.06424269]), array([    77.24137507, -12076.30852125])]",Success
172,"[array([  -82.99339236, 13052.34192856]), array([   109.11019415, -17176.10727922])]",Success
174,"[array([ -132.22676071, 21091.10955694]), array([    70.9216262 , -11314.18657106])]",Success
175,"[array([  -93.53646923, 15024.64939701]), array([    91.87605854, -14765.23643488])]",Success
178,"[array([ -103.20181876, 16977.36672762]), array([    85.90542456, -14153.3297346 ])]",Success
179,"[array([  -80.50822511, 13321.61638832]), array([   108.28923236, -17934.98515481])]",Success
138,"[array([ -128.66490619, 15224.2580493 ])]",Success
169,"[array([ -105.05238772, 16137.23842411]), array([    87.54365644, -13458.41343587])]",Success
173,"[array([  -98.75163142, 15697.05350364]), array([    88.15117381, -14019.44115826])]",Success
176,"[array([ -116.74476611, 18873.99049209]), array([    75.74172631, -12246.76274186])]",Success
177,"[array([  -95.84601168, 15581.07907114]), array([   106.3496842 , -17346.71922803])]",Success
180,"[array([ -130.31416098, 21645.18645408]), array([    69.26608556, -11507.74164183])]",Success
181,"[array([ -100.503732  , 16799.12726751]), array([    82.23032618, -13746.04404753])]",Success
182,"[array([  -64.2973877 , 10790.50610435]), array([   150.02723796, -25183.83908845])]",Success
183,"[array([  -87.0225283 , 14677.27790664]), array([    93.4290948 , -15764.59196336])]",Success
184,"[array([ -115.70284662, 19627.86851126]), array([    75.40832292, -12807.22960034])]",Success
186,"[array([  -78.65497239, 13603.29438404]), array([   103.06513624, -17831.31519929])]",Success
187,"[array([  -98.31871549, 17125.92619397]), array([    81.21980845, -14151.53350635])]",Success
188,"[array([  -90.57239245, 15848.90225424]), array([    86.38407372, -15118.28601818])]",Success
191,"[array([ -117.89405246, 20961.84207108]), array([    69.84244814, -12420.97011791])]",Success
192,"[array([ -176.73032158, 31601.52301374]), array([    57.75045941, -10334.02136644])]",Success
193,"[array([ -144.56415964, 26010.48969735]), array([    63.20770616, -11384.70088256])]",Success
194,"[array([  -90.68931754, 16582.097591  ]), array([    83.43417214, -15259.76626191])]",Success
195,"[array([  -82.02797822, 15052.3984491 ]), array([    92.9998734 , -17077.37498275])]",Success
196,"[array([ -104.84257029, 19365.96132915]), array([    73.07209444, -13500.36670775])]",Success
198,"[array([  -80.37930389, 15190.705623  ]), array([    90.99543836, -17200.41899845])]",Success
199,"[array([  -95.37895565, 18092.55992551]), array([    77.01723157, -14613.18210337])]",Success
209,[],Success
210,[],Success
211,[],Success
212,[],Success
185,"[array([  -87.39441377, 14975.34146164]), array([    91.68371015, -15711.44399194])]",Success
189,"[array([ -103.29694691, 18123.42094566]), array([   111.84030342, -19730.25296353])]",Success
190,"[array([  -80.97118988, 14341.23051986]), array([    95.6932244, -16952.586952 ])]",Success
197,"[array([  -98.42363741, 18435.65198309]), array([    75.75012932, -14191.27442846])]",Success
200,"[array([ -110.29199858, 20966.51207593]), array([    80.10033416, -15272.42150917])]",Success
201,"[array([  -93.29435044, 17970.36596363]), array([    82.98857917, -16013.4816928 ])]",Success
202,"[array([  -64.00912833, 12348.83578767]), array([   132.16699645, -25531.99970575])]",Success
204,"[array([  -84.46174921, 16536.87906615]), array([    85.98816637, -16853.78971118])]",Success
205,"[array([  -90.91742431, 17910.20422105]), array([    77.15694928, -15200.23765403])]",Success
206,"[array([ -108.13663346, 21406.19285038]), array([    67.6494579, -13396.8581163])]",Success
208,"[array([ -135.33306146, 26918.49547069]), array([    82.74712398, -16549.15485267])]",Success
213,[],Success
214,[],Success
215,[],Success
216,[],Success
217,"[array([ -137.48989849, 27346.63204135]), array([    83.00534383, -16600.95940544])]",Success
218,"[array([ -104.38550815, 20956.6917177 ]), array([    68.21231225, -13696.82763795])]",Success
219,"[array([  -82.50830584, 16724.97894996]), array([    82.01718497, -16631.01635032])]",Success
220,"[array([  -87.94923149, 18109.16358543]), array([    76.2226673 , -15698.59117627])]",Success
222,"[array([  -53.53876213, 11211.73554915]), array([   202.16875848, -42425.14655428])]",Success
223,"[array([  -81.10962167, 17065.98021079]), array([    80.6268263 , -16970.71674893])]",Success
225,"[array([  -85.19060892, 18174.38973601]), array([    75.25170455, -16054.32083891])]",Success
231,"[array([ -109.61025833, 24251.01229005]), array([    60.83872137, -13461.66372298])]",Success
232,"[array([ -221.04735431, 49030.76566419]), array([    47.70806208, -10594.52326612])]",Success
233,"[array([  -93.28549001, 20910.19281723]), array([    80.69481038, -18142.77313593])]",Success
203,"[array([ -25.81199931, 5042.23098665])]",Success
221,"[array([  -83.15200069, 17254.1955131 ]), array([    79.76790763, -16553.15631903])]",Success
224,"[array([  -78.75178383, 16687.9750531 ]), array([    89.11386065, -18914.57287605])]",Success
226,"[array([ -103.39928869, 22187.76253512]), array([    65.43626482, -14048.05150379])]",Success
227,"[array([  -88.94972717, 19317.43977477]), array([    90.75276218, -19777.55441948])]",Success
228,"[array([  -516.59264624, 111491.79788624]), array([   285.77465537, -64095.31912262])]",Success
230,"[array([  -79.14098913, 17341.87505225]), array([    80.08878541, -17555.61480007])]",Success
234,"[array([  -83.24844362, 18703.81883203]), array([    73.48186643, -16510.08959523])]",Success
235,"[array([  -88.2768731 , 19934.05708352]), array([    71.09867076, -16066.04228975])]",Success
236,"[array([  -45.04539072, 10227.97387577]), array([   243.57877947, -55320.64377729])]",Success
237,"[array([  -81.19292649, 18516.89085661]), array([    73.89468591, -16853.40792072])]",Success
238,"[array([  -90.34113344, 20681.75624457]), array([    70.05061149, -16054.80690194])]",Success
239,"[array([  -99.58783732, 22877.84797015]), array([    63.33012956, -14556.52280062])]",Success
240,"[array([ -180.45211387, 41613.91100923]), array([    49.21421287, -11360.5915692 ])]",Success
241,"[array([ -308.08153251, 71280.39945509]), array([    43.42088713, -10057.23980205])]",Success
242,"[array([  -79.38297157, 18516.17442052]), array([    73.9395678 , -17247.90909742])]",Success
243,"[array([  -81.05264818, 19016.76924338]), array([    72.40096102, -16988.15409097])]",Success
244,"[array([  -99.13362355, 23390.41313104]), array([    62.25783121, -14694.97831727])]",Success
245,"[array([  -83.34477676, 19792.7710643 ]), array([    70.13713454, -16657.17420674])]",Success
246,"[array([ -121.74311324, 29014.39237833]), array([    54.62832005, -13024.09657735])]",Success
247,"[array([  -76.24213051, 18363.71591908]), array([    76.70142045, -18487.10420942])]",Success
249,"[array([  -80.13887449, 19539.24211155]), array([    70.68428818, -17238.63942311])]",Success
251,"[array([ -129.70931232, 32003.14978457]), array([    51.77696829, -12778.74506154])]",Success
255,"[array([  -57.38469581, 14512.73264208]), array([   104.55686102, -26460.23115051])]",Success
259,"[array([  -76.5176422 , 19877.46567131]), array([    70.36105029, -18289.59105175])]",Success
207,"[array([ -46.80011678, 9228.08544683])]",Success
229,"[array([  -64.26511389, 14004.73620169]), array([   104.11944808, -22698.5985566 ])]",Success
248,"[array([ -111.343392 , 27071.4762193]), array([    65.87331568, -16062.11884302])]",Success
250,"[array([  -71.89601883, 17600.08682931]), array([    79.13083834, -19382.16740823])]",Success
252,"[array([  -78.20501202, 19439.18757218]), array([    70.65111882, -17563.25745943])]",Success
254,"[array([ -120.25258651, 30119.7494562 ]), array([    53.15886871, -13320.23341576])]",Success
256,"[array([  -77.59565786, 19796.42845424]), array([    70.50119771, -17997.0257836 ])]",Success
257,"[array([ -105.04607114, 26942.628634  ]), array([    56.63774342, -14536.19981392])]",Success
258,"[array([  -78.28274091, 20222.12082157]), array([    68.27994624, -17642.29113554])]",Success
260,"[array([  -63.85460462, 16637.66066997])]",Success
261,"[array([ -135.51366093, 35734.67998547]), array([    50.60676134, -13361.73712354])]",Success
262,"[array([  -61.28758534, 16180.32560899]), array([    87.74265815, -23169.41589556])]",Success
263,"[array([  -90.99769541, 24244.6673486 ]), array([    59.32692887, -15810.19702341])]",Success
264,"[array([ -280.40375022, 75249.86591542]), array([    41.72097322, -11213.17628537])]",Success
265,"[array([  -82.02286571, 22103.21188296]), array([    63.12754586, -17011.89979377])]",Success
267,"[array([  -69.83820274, 18961.60345738]), array([    73.69429982, -20018.98335344])]",Success
269,"[array([  -61.28658608, 16899.79555079]), array([    83.41785327, -23011.16552409])]",Success
271,"[array([ -110.58687942, 30758.94633337]), array([    55.03626092, -15333.95674264])]",Success
272,"[array([  -80.20047954, 22457.57772819]), array([    62.37815075, -17472.74173372])]",Success
273,"[array([ -130.50539576, 36733.70267978]), array([    47.17062497, -13282.16307503])]",Success
275,"[array([  -62.58181528, 17781.09900755]), array([    80.15616067, -22791.28173037])]",Success
276,"[array([  -84.48879836, 24118.88960149]), array([    58.59022198, -16727.16259972])]",Success
277,"[array([  -70.66335863, 20287.21896449]), array([    67.78752427, -19464.3090724 ])]",Success
278,"[array([  -86.04400817, 24814.52588162]), array([    57.50465892, -16584.59478905])]",Success
287,[],Success
253,"[array([  -81.80655863, 20417.46504905]), array([    67.57933104, -16867.4363064 ])]",Success
266,"[array([  -71.7700075 , 19288.07261355]), array([   120.57361259, -32563.56694813])]",Success
268,"[array([ -116.62301816, 31954.96261336]), array([    50.47130618, -13833.96912609])]",Success
270,"[array([  -64.90401573, 17971.60110213]), array([    82.48218665, -22866.46026202])]",Success
274,"[array([  -84.80289462, 24042.34120359]), array([    72.23950282, -20540.09852026])]",Success
279,"[array([  -78.73927799, 22822.8968201 ]), array([    68.48919446, -19888.94809934])]",Success
280,"[array([ -136.1726337 , 39611.96713793]), array([    45.3908779 , -13210.22742032])]",Success
281,"[array([  -61.89665168, 18156.98616682]), array([    77.68237493, -22799.5062464 ])]",Success
282,"[array([  -76.06621326, 22383.93450303]), array([    62.07290045, -18270.45279001])]",Success
283,"[array([  -78.33008866, 23253.28437157]), array([    59.81570407, -17758.29308518])]",Success
284,"[array([  -68.18370412, 20280.7915988 ]), array([    67.83224172, -20181.70696995])]",Success
285,"[array([  -68.89766961, 20518.52437597]), array([    66.79926342, -19895.849234  ])]",Success
286,"[array([  -66.00638529, 19738.28013335]), array([    70.27545498, -21022.80378751])]",Success
288,[],Success
